14859,1968,Lambs Creek Sportsmens Club,339 Sportsmen Club Rd,PA,Mansfield,16933-9664,(570) 662-7850,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns",,,http://www.lambscreeksc.org/index.html
14872,2343,Troy Rod and Gun Club,Alparon Park Route 14 North,PA,Troy,16947,(570) 297-2669,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,#
14882,3915,Izaak Walton League - Cortland,State Rt 41A,NY,Homer,13077,(605) 849-6718,Yes,"Private, Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://cortland-iwla.org
14882,5206,"Skyline Pistol Club, Inc.",West Academy Street,NY,McGraw,13101,(607) 836-3636,No,"Public, Indoor",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 50 ft",,#
14882,4076,McGraw Sportman's Club,3154 Ridge Rd,NY,MCGRAW,13101,(607) 836-6338,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,http://mcgrawsportsmen.com
15004,3443,Anne Arundel Fish & Game Conservation Asso.,1730 Saint Margarets Road,MD,Annapolis,21012-0150,(410) 757-6800,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.aafg.org
15024,6872,Dug Hill Rod & Gun Club,4100 Wine Rd,MD,Manchester,21102,(410) 848-8646,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.dughill.org/index.html
15024,1541,Continental Arms,9603 Deereco Rd Suite 400-500,MD,Timonium,21093-6913,(410) 560-3609,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.continentalarms.com
15024,2592,Loch Raven Skeet & Trap Center,12301 Dulaney Valley Road,MD,Phoenix,21131,(410) 252-3851,No,"Public, Outdoor, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.lochravenskeettrap.com
15024,1468,Carney Rod & Gun Club,9721 Hilltop Drive,MD,Baltimore,21234-1810,(410) 668-1019,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.carneyrodandgunclub.com
15025,12201,FreeState Gun Range,11500 Crossroads Circle,MD,Middle River,21220,(410) 335-5100,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,https://www.freestategunrange.com/
15025,1467,Baltimore County Game & Fish,3400 Northwind Rd,MD,Parkville,21234,(410) 668-4327,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,http://www.bcgf.org
15025,6389,Harford Firearms Academy,3438 Emmorton Rd #16,MD,Abingdon,21009-1741,(410) 935-4904,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 100 yd/mtr,,http://www.harfordfirearmsacademy.com
15025,2370,Izaak Walton League - Harford County,3518 Woodsdale Road,MD,Abingdon,21009,(410) 569-0227,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15025,3817,Deer Creek Archery,3021 Churchville Road,MD,Churchville,21028-1807,(410) 734-9554,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.deercreekarchery.com
15025,6859,Harvey's Cedar Gun Club,1640 Poole Rd,MD,Darlington,21034,(410) 457-5682,No,"Public, Outdoor, Handicap accessible , Public Access",,"Handguns, Rifles, Shotguns",,,#
15028,4800,Northern Virginia Gun Club,1/2 Mile East Of Eagles Nest Lane On Caledon Rd 8486 SR 218,VA,King George,22485,(540) 653-7748,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,http://www.northernvirginiagunclub.org
15028,4033,Fredericksburg Rod & Gun Club,10101 Benchmark Rd,VA,Fredericksburg,22408,(540) 903-2277,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 200 yd/mtr,,http://www.rodngunclub.org
15045,9923,Keystone Shooting Center,925 Sheraton Dr.,PA,Mars,16046,412-357-8000,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.keystoneshootingcenter.com
15045,9058,The Range at Fenelton Firearms,268 Steighner Road,PA,Fenelton,16034,724-283-0074,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://feneltonfirearms.com
15045,11799,Range USA,1050 Robinson Centre Drive,PA,Pittsburgh,15205,(412) 489-0955,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://rangeusa.com
15045,2105,Richland Sportsmens Association,PO Box 16,PA,Wildwood,15091,(412) 443-0020,No,"Private, Indoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15045,11463,Midwest Shooting Center - Pittsburgh,900 Providence Boulevard,PA,Pittsburgh,15237,(412) 308-9990,No,"Public, Indoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.midwestshootingcenter.com/north-pittsburgh/
15045,10392,"INPAX Academy, LLC",900 Providence Boulevard,PA,Pittsburgh,15237,(724) 759-7571,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.livewithconfidence.com
15045,4622,Northside Sportsmen's Association,325 Mt Pleasant Road,PA,Warrendale,15086,(724) 935-3750,No,"Public, Indoor/Outdoor, Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,http://www.nssa.ws
15045,4977,Bull Creek Rod & Gun Club,101 Thompson Rd,PA,Tarentum,15084,(724) 226-2337,No,"Public, Indoor/Outdoor",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,#
15045,5639,Mars Rod & Gun Club,141 Cash Dollar Rd,PA,Mars,16046,(412) 559-3823,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 50 yd/mtr,,http://www.marsrodandgunclub.org/index.php
15045,4814,Rosedale Sportsmens Assn,15 Rosedale Rd,PA,Cheswick,15024,(412) 963-8505,No,"Public, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Handgun/Smallbore Rifle: 50 ft",,http://www.rosedalesportsmen.org
15045,5734,Frazer Sportsmen Club,125 Sportsman Lane,PA,Tarentum,15084,(724) 224-9991,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
15045,3733,Allison Park Sportsman Cl,1485 Maple Ave,PA,Glenshaw,15116-2455,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15045,5801,"Millvale Sportsmens Club, Inc.",170 Sunny Hill Road,PA,Wexford,15090,(724) 935-9963,No,"Public, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.millvalesportsmens.org
15045,3181,Springdale Sportsmen's Club,2181 Butler Logan Rd,PA,Tarentum,15084,(724) 224-9920,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 100 yd/mtr,,http://www.springdalesportsmans.com/
15045,2372,Frazer Township Sportsmens Club,182 Cedar St,PA,Tarentum,15084-1130,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15045,1821,North Borough's Sportsmans Club,Friel Rd,PA,Freedom,15061,(724) 843-6297,No,"Public, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,#
15045,2761,Diamond H Sportsmans Club,296 Dakota Ave,PA,Pittsburgh,15202-2908,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15045,2358,Allegheny N Jr Riflemen,6526 Virginia Ave,PA,Pittsburgh,15202-2022,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15045,2603,Sewickley Heights Gun Club,Little Sewickley Creek Rd,PA,Sewickley,16001-5975,(412) 741-6160,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,#
15045,3536,Breakneck Beagle Club,450 Ridge Rd,PA,Zellenople,16063-3028,(724) 452-5685,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,http://www.pabeagle.org/breakneck/
15045,3435,Evans City Sportsmens Club,323 Textor School Road,PA,Evans City,16033,(724) 538-5612,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 50 yd/mtr,,http://zelieboro.org/sportsman.htm
15045,3101,Robinson Sportsman Association,29 Long Valley Dr,PA,Coraopolis,15108-4016,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15045,2755,Ambridge District Sportsmen's Association,2900 Ridge Road Ext,PA,Baden,15005-2201,(724) 869-9749,No,"Public, Indoor/Outdoor, Handicap accessible",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr, Center-Fire Rifle: 50 ft",,http://www.ambridgesportsmensclub.com/
15045,3095,League of Nations Sportsman,3288 Franklin Dr,PA,Pittsburgh,15235-2512,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15045,4297,"Tarentum District Sportsmens Club, Inc.",837 Sarver Rd,PA,Sarver,16055,(724) 352-2907,No,"Private, Indoor/Outdoor, Handicap accessible , Members Only, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 200 yd/mtr",,http://www.tarentumdistrictsportsmen.org
15045,11631,Coraopolis District Sportsmens Association,108 Coketown Road,PA,Coraopolis,15108,(412) 264-9920,No,"Private, Indoor/Outdoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft",,http://WWW.CDSA.biz
15045,2413,Forest Grove Sportsman,N.Hickman & Ewings Mill Rd,PA,Coraopolis,15214-1249,(412) 269-0942,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,http://www.forestgrovesportsmen.com/
15045,2194,Pine Run Sportsmens Club,385 Blackwoods Road,PA,Freedom,15042,,No,"Private, Indoor, Handicap accessible , Members Only",,"Handguns, Rifles, Shotguns",,,#
15045,7050,Gilpin Rifles Inc,111 Fazio Dr,PA,Leechburg,15656,(724) 845-6112,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.gilpinriflesinc.com
15045,2318,Cavittsville Sportsman Club,568 Negley Ave,PA,Turtle Creek,15145-1935,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15045,2788,General Butler Pistol,341 Sunset Dr,PA,Butler,16001-1335,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15045,3534,Rochester Sportsmens Club,192 George St,PA,Rochester,15074-2335,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,#
15045,6511,Promise Land Hunting Preserve,204 Spangler Rd,PA,Freeport,16229,(412) 295-9850,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,#
15045,1957,McKeesport Sportsmans Association,PO Box 448,PA,North Versailles,15137,(412) 678-1519,No,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 300 yd/mtr",,#
15045,1942,Collier Sportsmens Association,77 Walkers Mill Rd,PA,Oakdale,15071-2110,(412) 276-9628,No,"Private, Outdoor, Public Access, Members Only",,"Handguns, Rifles, Shotguns",,,http://www.colliersportsmens.org/
15045,2604,McCrea's Sporting Clays,155 Hays Rd,PA,Fenelton,16034-9766,(412) 445-3855,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
15045,4944,North Buffalo Sportsmans Club,255 Sportsman Road,PA,Kittanning,16201,(724) 763-3944,No,"Private, Indoor/Outdoor, Handicap accessible , Members Only, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 200 yd/mtr, Center-Fire Rifle: 50 ft",,http://www.nbsclub.webs.com/
15045,3540,Crowfoot Rod & Gun Club,Crowfoot Road,PA,Murrysville,15668,(724) 327-0592,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 200 yd/mtr",,#
15046,7504,Dormont-Mt. Lebanon Sportsmen's Club,476 B Linden Rd,PA,Canonsburg,15317,(724) 745-9794,Yes,"Private, Indoor/Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 200 yd/mtr",,http://www.mdi.net/dml/
15046,6372,A & S Indoor Pistol Range,617 Overhead Bridge Rd.,PA,Youngwood,15697,(724) 925-1212,Yes,"Public, Indoor, Handicap accessible , Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 50 ft",,http://indoorpistolrange.com
15046,12423,Defenders Armory Shooting Range,915 East Pittsburgh Street,PA,Greensburg,15601,(724) 374-5850,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 75 ft,,http://DefendersArmory.com
15046,5703,Clairton Sportsmens Club,412 Coal Valley Rd,PA,Clairton,15025,(412) 233-4411,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 50 yd/mtr,,http://www.clairtonsc.org/
15046,4207,Anthony Arms & Accessories,2980A Lebanon Church Rd,PA,West Mifflin,15122-2601,(412) 469-9992,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 75 ft,,http://www.anthonyarms.com
15046,2436,Carrick Sportsmen's Club,3301 Ridge Rd,PA,South Park,15129-9012,(724) 348-7941,No,"Public, Indoor, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.carricksportsmen.com/index.html
15046,6233,"White Oak Rod and Gun Club, Inc.",600 Skellytown Road,PA,North Huntingdon,15642,(724) 863-9941,No,"Public, Indoor/Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,http://worgc.org
15046,11053,East Monongahela Sportsmen's Club,5717 Ella Hollow Rd,PA,Elizabeth,15037-9803,(412) 384-4747,No,"Private, Outdoor, Handicap accessible , Members Only, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.emsportsmen.com
15046,5907,Library Sportsmen's Association,6312 Route 88,PA,Finleyville,15332,(412) 851-0619,No,"Public, Outdoor, Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://www.librarysa.com
15046,2412,Trafford Sportsmen Club,14000 Winchester Rd,PA,Trafford,15085,(412) 372-3820,No,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 200 yd/mtr",,http://www.traffordsportsmen.org
15046,3209,Mingo Rod & Gun,RR 1 Box 210 Mingo Circle Drive,PA,Finleyville,15332-9801,(724) 348-6622,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15046,2427,Irwin Sportsman Association,PO Box 225,PA,Irwin,15642-0225,(724) 863-2478,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://irwinsportsmen.com/
15046,2821,Webster Beagle Club,PO Box 166,PA,Webster,15087-0166,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15046,2782,West Newton Sportsmens Association,Summit,PA,West Newton,15089,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15046,11430,Elite Firearms & Training,580 Mayer Street,PA,Bridgeville,15017,412-221-4900,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.elitefirearmspgh.com
15046,2157,Rostraver Sportsmen and Conservation Association,559 Cedar Creek Road,PA,Belle Vernon,15012,(724) 872-4399,No,"Public, Indoor/Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,#
15046,2825,Victory Hill Gun Club,124 Erivest Ave,PA,Mnnongahela,15063,(412) 258-9871,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",,,#
15046,2328,Outdoor Education Club,PO Box 66,PA,Van Voorhis,15366-0066,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15046,3152,Monessen Jr Sports Club,1354 Sadowski Ave,PA,Belle Vernon,15012-2528,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15046,3065,Fairhope Rod and Gun,1393 Fayette Ave,PA,Belle Vernon,15012-2555,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
15046,6743,Long Branch Sportsman's Club,44 Sphar St.,PA,Long Branch,15412,(412) 651-7531,No,"Private, Indoor/Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr, Center-Fire Rifle: 50 ft",,http://longbranchsc.com/
15046,2438,Falcon Archers,47 Papp Road,PA,Canonsburg,15317,(724) 746-2880,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.falconarchers.hypermart.net
15046,5575,West Penn Sportsmen's Club,5730 Saltsburg Road,PA,Murrysville,15668,(724) 327-9918,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.wpscclays.org
